query,candidate,label,category,city
find me a restaurant Berrechid open now,"Restaurant - casual restaurant in Berrechid, cuisine: nan, rated 3.5/5",high,restaurant,Berrechid
cafe Tangier morning,"Cafe Agadir - casual cafe in Tangier, cuisine: nan, rated 3.5/5",high,cafe,Tangier
fast food in Marrakech,"Roti Shop Marrakech - casual fast_food in Marrakech, cuisine: nan, rated 3.5/5",high,fast_food,Marrakech
bakery Rabat morning,"Boulangerie Agadir - casual bakery in Rabat, cuisine: nan, rated 3.5/5",high,bakery,Rabat
restaurant casual Tangier,"Chili’s Tangier - casual restaurant in Tangier, cuisine: burger;grill;mexican;pizza, rated 3.5/5",high,restaurant,Tangier
cozy cafe in Oujda,"Café - casual cafe in Bni, cuisine: nan, rated 3.5/5",medium,cafe,Oujda
fitness center Casablanca,"Gym Club - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
fresh bread Tangier,"Local bakery - casual bakery in Tangier, cuisine: nan, rated 3.5/5",high,bakery,Tangier
luxury gym Rabat,"Millenium Fitness & Spa - casual gym in Rabat, cuisine: nan, rated 3.5/5, phone available",high,gym,Rabat
casual bar Fes,"Bar a Tapas - casual bar in Agadir, cuisine: nan, rated 3.5/5",medium,bar,Fes
bakery Rabat,"Boulangerie مخبزة اكيوض - casual bakery in Rabat, cuisine: nan, rated 3.5/5",high,bakery,Rabat
training club Meknes,"SPA carita - casual spa in Casablanca, cuisine: nan, rated 3.5/5",low,gym,Meknes
spa in Kénitra,"Café  Bar Dalila - casual bar in Fes, cuisine: nan, rated 3.5/5",low,spa,Kénitra
haircut Marrakech,"235th Barber Street Marrakech - casual hairdresser in Marrakech, cuisine: nan, rated 3.5/5, phone available",high,hairdresser,Marrakech
place to stay Casablanca,"Hotel - casual hotel in Ksar, cuisine: nan, rated 3.5/5",medium,hotel,Casablanca
best restaurant Souk good reviews,"Oasis Café Tetouan Park - casual restaurant in Souk, cuisine: nan, rated 3.5/5",high,restaurant,Souk
bar in Tangier,"Bar Marrakech - casual bar in Pachalik, cuisine: nan, rated 3.5/5",medium,bar,Tangier
casual spa Marrakech,"Association Muscle , Fitnesse et Gym - casual gym in Fes, cuisine: nan, rated 3.5/5",low,spa,Marrakech
relax wellness Rabat,"Hôtel Atlas Terminus & Spa - casual spa in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",medium,spa,Rabat
relax wellness Tangier,"Spa - casual spa in Tangier, cuisine: nan, rated 3.5/5",high,spa,Tangier
place for coffee in Chefchaouen,"Café Hamamat Tetouan - casual cafe in Chefchaouen, cuisine: nan, rated 3.5/5",high,cafe,Chefchaouen
where to work out in Casablanca,"Spartacus Fight Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
hammam Meknes,"Hammam Azahir - casual spa in Meknes, cuisine: nan, rated 3.5/5",high,spa,Meknes
bar in Fes,"Bar Astour - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
cafe Settat morning,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",low,cafe,Settat
i want to eat in Meknes,"Boulangerie MEKNÈS - casual restaurant in Martil, cuisine: nan, rated 3.5/5",medium,restaurant,Meknes
cafe Oujda morning,"Café Oslo - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
cozy cafe in Tetouan,"Café - casual cafe in Tetouan, cuisine: nan, rated 3.5/5",high,cafe,Tetouan
cafe near me Oujda,"Café Rayane Ice - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
i want to eat in Fes,"Restaurant Marrakech - casual restaurant in Fes, cuisine: nan, rated 3.5/5",high,restaurant,Fes
fresh bread Fes,"Marjane Oujda مرجان وجدة - casual supermarket in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",low,bakery,Fes
burger place Rabat,"Fast Food - budget fast_food in Rabat, cuisine: nan, rated 3.5/5",high,fast_food,Rabat
place for drinks in Pachalik,"Bar trianon - casual bar in Fes, cuisine: nan, rated 3.5/5",medium,bar,Pachalik
best restaurant Tetouan good reviews,"MEKNES's Bakery - casual restaurant in Tetouan, cuisine: nan, rated 3.5/5",high,restaurant,Tetouan
fitness center Fes,"GYM PLUS - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
spa Iqaddar,"Jetset Lounge and Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5",medium,spa,Iqaddar
quick bite Marrakech,"Fast Food - budget fast_food in Rabat, cuisine: nan, rated 3.5/5",medium,fast_food,Marrakech
fitness center Rabat,"Lina Fitness Center - casual gym in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",medium,gym,Rabat
cheap bar Rabat,"Sky 5 Restaurant + Bar Tapas - casual bar in Tangier, cuisine: spanish;tapas, rated 3.5/5, website available",medium,bar,Rabat
bakery Saâda morning,"Tradi Maison Fès - casual bakery in Fes, cuisine: nan, rated 3.5/5",medium,bakery,Saâda
spa Essaouira,"Hammam(femmes) - casual spa in Essaouira, cuisine: nan, rated 3.5/5",high,spa,Essaouira
spa in Casablanca,"SPA ONLY COIFFURE - casual spa in Casablanca, cuisine: nan, rated 3.5/5",high,spa,Casablanca
cafe Oujda morning,"Café Jeanys - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
spa in Marrakech,"Hammam Ziani - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
pharmacy open now Agadir,"صيدلية الهعد - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
casual cafe Meknes,"Cafe La Perle du Meknes - casual cafe in Meknes, cuisine: nan, rated 3.5/5",high,cafe,Meknes
place for coffee in Oujda,"La Defense Café - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
cozy cafe in Souk,"Chicken Spot Tetouan Parc - casual cafe in Souk, cuisine: nan, rated 3.5/5",high,cafe,Souk
cafe near me Fes,"Café Marrakech - casual cafe in Fes, cuisine: nan, rated 3.5/5",high,cafe,Fes
relax wellness Oujda,"Yasser Gym Form - casual gym in Fes, cuisine: nan, rated 3.5/5, phone available",low,spa,Oujda
fitness center Rabat,"Chorouk Fitness - casual gym in Tetouan, cuisine: nan, rated 3.5/5, phone available",medium,gym,Rabat
good restaurant in Oujda,"Restaurant Tament - casual restaurant in Oujda, cuisine: nan, rated 3.5/5, phone available",high,restaurant,Oujda
where to work out in Oujda,"LIONZ KEBAB Casablanca - casual fast_food in Casablanca, cuisine: burger;fries;fried_chicken;sandwich;kebab;tacos, rated 3.5/5, website available, phone available",low,gym,Oujda
cozy cafe in Oujda,"Café Cristal - casual cafe in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",high,cafe,Oujda
relax wellness Tasoultante,"Topkapi Hammams & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5, phone available",medium,spa,Tasoultante
massage Kénitra,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",low,spa,Kénitra
where can i find a pharmacy in Tetouan,"Pharmacie Mall Tétouan صيدلية مول تطوان - casual pharmacy in Tetouan, cuisine: nan, rated 3.5/5",high,pharmacy,Tetouan
good bar Fes nightlife,"pub café BAR Progres - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
pharmacy open now Beni,"Pharmacie Route De Marrakech صيدلية طريق مراكش - casual pharmacy in Pachalik, cuisine: nan, rated 3.5/5",medium,pharmacy,Beni
gym Casablanca,"Café Marrakech - casual cafe in Oujda, cuisine: nan, rated 3.5/5",low,gym,Casablanca
massage Rabat,"Jetset Lounge and Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
cafe Oujda morning,"Café Romantique - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
i want to eat in Guercif,"Restaurant Agadir - casual restaurant in Guercif, cuisine: nan, rated 3.5/5",high,restaurant,Guercif
fast food in Tetouan,"Riad Soul of Tetouan - luxury hotel in Tetouan, cuisine: nan, rated 3.5/5",low,fast_food,Tetouan
bakery in Meknes,"CAFÉ - casual cafe in Meknes, cuisine: nan, rated 3.5/5",low,bakery,Meknes
pharmacy open now Rabat,"Pharmacie Bab Marrakech صيدلية باب مراكش - casual pharmacy in Rabat, cuisine: nan, rated 3.5/5",high,pharmacy,Rabat
good bar Agadir,"Buvette - casual bar in Agadir, cuisine: nan, rated 3.5/5",high,bar,Agadir
cafe near me Oujda,"Café Arrihan - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
where to buy food in Tangier,"Café Al Bahia - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",low,supermarket,Tangier
where to work out in Fes,"Time Fitness - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
pharmacy open now Fes,"Pharmacie Bab Fès صيدلية باب فاس - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
training club Rabat,"Fitness Park - casual gym in Rabat, cuisine: nan, rated 3.5/5, website available",high,gym,Rabat
cafe Fes morning,"Cafe fes - casual cafe in Fes, cuisine: nan, rated 3.5/5",high,cafe,Fes
where to eat in Tangier,"Fast & Good - budget fast_food in Tangier, cuisine: nan, rated 3.5/5",low,restaurant,Tangier
hammam Mechouar,"Hotel Marrakech - casual hotel in Tangier, cuisine: nan, rated 3.5/5",low,spa,Mechouar
cafe near me Majjate,"Bar restau - casual bar in Fes, cuisine: nan, rated 3.5/5",low,cafe,Majjate
place for drinks in Pachalik,"Spartacus Fight Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",low,bar,Pachalik
cafe Martil morning,"Café Casablanca - casual cafe in Settat, cuisine: nan, rated 3.5/5",medium,cafe,Martil
casual bar Ifrane,"Z Hotel Meknes - casual hotel in Majjate, cuisine: nan, rated 3.5/5, phone available",low,bar,Ifrane
i want to eat in Oujda,"Restaurant Miami Inn - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",high,restaurant,Oujda
hammam Tangier,"Hammam - casual spa in Tangier, cuisine: nan, rated 3.5/5",high,spa,Tangier
fresh bread Tetouan,"Café Marrakech - casual cafe in Fes, cuisine: nan, rated 3.5/5",low,bakery,Tetouan
budget spa Agadir,"Bo Hotel & Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",high,spa,Agadir
bar in Tangier,"Bonsai Sushi Bar - casual bar in Ifrane, cuisine: sushi;asian;japanese, rated 3.5/5",medium,bar,Tangier
place for drinks in Fes,"Bar voyageur - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
place for coffee in Timhadit,"Chicken Spot Tetouan Parc - casual cafe in Souk, cuisine: nan, rated 3.5/5",medium,cafe,Timhadit
gym Fes,"Time Fitness - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
where to work out in Meknes,"Hammam Puzr - casual spa in Rabat, cuisine: nan, rated 3.5/5",low,gym,Meknes
spa Marrakech,"Hammam Rosa Bonheur - casual spa in Marrakech, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Marrakech
massage Marrakech,"Hammam Paradis - casual spa in Marrakech, cuisine: nan, rated 3.5/5, phone available",high,spa,Marrakech
relax wellness Tangier,"Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",medium,spa,Tangier
accommodation Ksar,"Hotel - casual hotel in Ksar, cuisine: nan, rated 3.5/5",high,hotel,Ksar
good bar Tangier nightlife,"Nord-Pinus Bar - casual bar in Tangier, cuisine: nan, rated 3.5/5, phone available",high,bar,Tangier
best restaurant Tangier good reviews,"la muralla tangier - casual restaurant in Tangier, cuisine: chicken;burger;moroccan;french, rated 3.5/5, website available, phone available",high,restaurant,Tangier
where can i find a pharmacy in Oued,"Fitness Park - casual gym in Rabat, cuisine: nan, rated 3.5/5, website available",low,pharmacy,Oued
best restaurant Ksar good reviews,"Café Marrakech - casual cafe in Oujda, cuisine: nan, rated 3.5/5",low,restaurant,Ksar
burger place Marrakech,"Topkapi Hammams & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5, phone available",low,fast_food,Marrakech
hammam Rabat,"حمام الراحة - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
gym Rabat,"My Gym - casual gym in Rabat, cuisine: nan, rated 3.5/5",high,gym,Rabat
find me a restaurant Tangier open now,"Restaurant - casual restaurant in Oued, cuisine: nan, rated 3.5/5",medium,restaurant,Tangier
grocery Fes,"مرجان واد فاس - casual supermarket in Fes, cuisine: nan, rated 3.5/5",high,supermarket,Fes
where to buy food in Fes,"مرجان واد فاس - casual supermarket in Fes, cuisine: nan, rated 3.5/5",high,supermarket,Fes
spa in Rabat,"L'atmosphair Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
relax wellness Casablanca,"Casablanca Suites & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5",high,spa,Casablanca
hotel Meknes,"Riad Mahdi Meknes - luxury hotel in Meknes, cuisine: nan, rated 3.5/5",high,hotel,Meknes
place for drinks in Rabat,"Henry's Bar - casual bar in Rabat, cuisine: nan, rated 3.5/5",high,bar,Rabat
quick bite Casablanca,"Café Fast food - budget fast_food in Bab, cuisine: nan, rated 3.5/5",medium,fast_food,Casablanca
bakery Casablanca morning,"Riad Soul of Tetouan - luxury hotel in Tetouan, cuisine: nan, rated 3.5/5",low,bakery,Casablanca
haircut Laattaouia,"Restaurant De France - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",low,hairdresser,Laattaouia
barber in Laattaouia,"Fresh Fade Barbershop - casual hairdresser in Casablanca, cuisine: nan, rated 3.5/5, phone available",medium,hairdresser,Laattaouia
barber in Fes,"Salon Fath Bout y fes - casual hairdresser in Fes, cuisine: nan, rated 3.5/5, phone available",high,hairdresser,Fes
cafe near me Meknes,"Hammam Elkaram - casual spa in Marrakech, cuisine: nan, rated 3.5/5",low,cafe,Meknes
casual cafe Oujda,"Café Ngadi - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
good bar Ifrane nightlife,"La Ideal - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,bar,Ifrane
pharmacy open now Ouled,"Pharmacie Agadir صيدلية أكادير - casual pharmacy in Ouled, cuisine: nan, rated 3.5/5",high,pharmacy,Ouled
hammam Kénitra,"Hammam - casual spa in Kénitra, cuisine: nan, rated 3.5/5",high,spa,Kénitra
fast food near me Rabat,"Tangier Kasbah Hostel - casual hotel in Tangier, cuisine: nan, rated 3.5/5, website available, phone available",low,fast_food,Rabat
gym Fes,"Palais Fitness - casual gym in Fes, cuisine: nan, rated 3.5/5, phone available",high,gym,Fes
cafe near me Oujda,"Café Oslo - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
restaurant Oujda,"Restaurant Agadir - casual restaurant in Guercif, cuisine: nan, rated 3.5/5",medium,restaurant,Oujda
pharmacy Khenifra,"Salle Tsouki Fitness & Musculation - casual gym in Essaouira, cuisine: nan, rated 3.5/5, phone available",low,pharmacy,Khenifra
relax wellness Rabat,"Pharmacie Essenhaji Agadir صيدلية الصنهاجي أكادير - casual pharmacy in Aït, cuisine: nan, rated 3.5/5",low,spa,Rabat
place for coffee in Rabat,"Plaza Meknes - casual restaurant in Meknes, cuisine: nan, rated 3.5/5",low,cafe,Rabat
fitness center Casablanca,"Spartacus Fight Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
coffee shop in Meknes,"CAFÉ - casual cafe in Meknes, cuisine: nan, rated 3.5/5",high,cafe,Meknes
gym Chefchaouen,"Amana Fitness - casual gym in Chefchaouen, cuisine: nan, rated 3.5/5, website available",high,gym,Chefchaouen
budget barber in Kénitra,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",high,hairdresser,Kénitra
cafe near me Oujda,"Café Marrakech - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
barber in Casablanca,"Fresh Fade Barbershop - casual hairdresser in Casablanca, cuisine: nan, rated 3.5/5, phone available",high,hairdresser,Casablanca
hotel Ksar,"Hôtel Casablanca - casual hotel in Casablanca, cuisine: nan, rated 3.5/5",medium,hotel,Ksar
supermarket Aourir,"H'Kid supermarket - casual supermarket in Aourir, cuisine: nan, rated 3.5/5",high,supermarket,Aourir
restaurant casual Berrechid,"Restaurant - casual restaurant in Berrechid, cuisine: nan, rated 3.5/5",high,restaurant,Berrechid
spa in Agadir,"Sofitel Agadir Thalassa Sea & Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",high,spa,Agadir
relax wellness Fes,"favela bar - casual bar in Rabat, cuisine: nan, rated 3.5/5",low,spa,Fes
where can i find a pharmacy in Rabat,"Pharmacie de Rabat - casual pharmacy in Rabat, cuisine: nan, rated 3.5/5, phone available",high,pharmacy,Rabat
fast food in Fes,"Snak Fast Medina - budget fast_food in Fes, cuisine: nan, rated 3.5/5",high,fast_food,Fes
massage Fes,"So Zen Spa - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
pharmacy open now Aït,"Nord-Pinus Bar - casual bar in Tangier, cuisine: nan, rated 3.5/5, phone available",low,pharmacy,Aït
spa Fes,"Hammam Mernissi - casual spa in Fes, cuisine: nan, rated 3.5/5, phone available",high,spa,Fes
where can i find a pharmacy in Aït,"Pharmacie Tariq Meknes صيدلية طريق مكناس - casual pharmacy in Khenifra, cuisine: nan, rated 3.5/5",medium,pharmacy,Aït
cafe Martil morning,"Café Marrakech - casual cafe in Martil, cuisine: nan, rated 3.5/5",high,cafe,Martil
place for coffee in Bni,"Aire de service Meknes - casual cafe in Majjate, cuisine: nan, rated 3.5/5",medium,cafe,Bni
burger place Casablanca,"Casablanca shore - casual fast_food in Casablanca, cuisine: nan, rated 3.5/5",high,fast_food,Casablanca
cheap bar Tangier,"Pharmacie Route De Marrakech صيدلية طريق مراكش - casual pharmacy in Pachalik, cuisine: nan, rated 3.5/5",low,bar,Tangier
where can i find a pharmacy in Pachalik,"Pharmacie Route De Marrakech صيدلية طريق مراكش - casual pharmacy in Pachalik, cuisine: nan, rated 3.5/5",high,pharmacy,Pachalik
where can i find a pharmacy in Fes,"Pharmacie de Garde Fès Marjane Sais - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
place for coffee in Oujda,"Café Outchi - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
pharmacy open now Fes,"Pharmacie Agadir صيدلية أكادير - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
where to work out in Rabat,"O2 Fitness Sport Club - casual gym in Marrakech, cuisine: nan, rated 3.5/5",medium,gym,Rabat
where to work out in Rabat,"Gym-Jardin - casual gym in Rabat, cuisine: nan, rated 3.5/5",high,gym,Rabat
pharmacy Meknes,"Pharmacie Route de Fès صيدلية طريق فاس - casual pharmacy in Meknes, cuisine: nan, rated 3.5/5",high,pharmacy,Meknes
where can i find a pharmacy in Tangier,"pharmacy - casual pharmacy in Tangier, cuisine: nan, rated 3.5/5",high,pharmacy,Tangier
where to buy food in Pachalik,"Pharmacy - casual pharmacy in Dar, cuisine: nan, rated 3.5/5",low,supermarket,Pachalik
pharmacy open now Oujda,"The Barbershop - casual hairdresser in Laattaouia, cuisine: nan, rated 3.5/5",low,pharmacy,Oujda
casual gym Agadir,"Salon Fath Bout y fes - casual hairdresser in Fes, cuisine: nan, rated 3.5/5, phone available",low,gym,Agadir
coffee shop in Souk,"مقهى - casual cafe in Meknes, cuisine: nan, rated 3.5/5",medium,cafe,Souk
relax wellness Casablanca,"The Seven Hotel and Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5",high,spa,Casablanca
massage Agadir,"Hammam - casual spa in Ifrane, cuisine: nan, rated 3.5/5",medium,spa,Agadir
pharmacy Oujda,"Pharmacie Oujda صيدلية وجدة - casual pharmacy in Oujda, cuisine: nan, rated 3.5/5, phone available",high,pharmacy,Oujda
massage Marrakech,"Hammam Ziani - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
where to eat in Issaguen,"Restaurant - casual restaurant in Issaguen, cuisine: nan, rated 3.5/5",high,restaurant,Issaguen
place for coffee in Meknes,"Cafe La Perle du Meknes - casual cafe in Meknes, cuisine: nan, rated 3.5/5",high,cafe,Meknes
pharmacy open now Témara,"Marjane Fès Saiss - casual supermarket in Fes, cuisine: nan, rated 3.5/5, website available, phone available",low,pharmacy,Témara
where to work out in Fes,"Yasser Gym Form - casual gym in Fes, cuisine: nan, rated 3.5/5, phone available",high,gym,Fes
